go_id	go_term_name	go_namespace	ontology
GO:0008417	fucosyltransferase activity	molecular_function	MF
GO:0008418	protein-N-terminal asparagine amidohydrolase activity	molecular_function	MF
GO:0008419	RNA lariat debranching enzyme activity	molecular_function	MF
GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	molecular_function	MF
GO:0008422	beta-glucosidase activity	molecular_function	MF
GO:0008425	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	MF
GO:0008428	ribonuclease inhibitor activity	molecular_function	MF
GO:0008430	selenium binding	molecular_function	MF
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity	molecular_function	MF
GO:0008442	3-hydroxyisobutyrate dehydrogenase activity	molecular_function	MF
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	molecular_function	MF
GO:0008446	GDP-mannose 4,6-dehydratase activity	molecular_function	MF
GO:0008453	alanine-glyoxylate transaminase activity	molecular_function	MF
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	molecular_function	MF
GO:0008460	dTDP-glucose 4,6-dehydratase activity	molecular_function	MF
GO:0008469	histone arginine N-methyltransferase activity	molecular_function	MF
GO:0008478	pyridoxal kinase activity	molecular_function	MF
GO:0008479	tRNA-guanosine(34) queuine transglycosylase activity	molecular_function	MF
GO:0008483	transaminase activity	molecular_function	MF
GO:0008515	sucrose transmembrane transporter activity	molecular_function	MF
GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity	molecular_function	MF
GO:0008641	ubiquitin-like modifier activating enzyme activity	molecular_function	MF
GO:0008649	rRNA methyltransferase activity	molecular_function	MF
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	MF
GO:0008940	nitrate reductase activity	molecular_function	MF
GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity	molecular_function	MF
GO:0009041	UMP/dUMP kinase activity	molecular_function	MF
GO:0009055	electron transfer activity	molecular_function	MF
GO:0009881	photoreceptor activity	molecular_function	MF
GO:0009982	pseudouridine synthase activity	molecular_function	MF
GO:0010179	IAA-Ala conjugate hydrolase activity	molecular_function	MF
GO:0010181	FMN binding	molecular_function	MF
GO:0010242	oxygen evolving activity	molecular_function	MF
GO:0010277	chlorophyllide a oxygenase activity	molecular_function	MF
GO:0010280	UDP-L-rhamnose synthase activity	molecular_function	MF
GO:0010283	pinoresinol reductase activity	molecular_function	MF
GO:0010333	terpene synthase activity	molecular_function	MF
GO:0010485	histone H4 acetyltransferase activity	molecular_function	MF
GO:0010997	anaphase-promoting complex binding	molecular_function	MF
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	molecular_function	MF
GO:0015020	glucuronosyltransferase activity	molecular_function	MF
GO:0015035	protein-disulfide reductase activity	molecular_function	MF
GO:0015066	alpha-amylase inhibitor activity	molecular_function	MF
GO:0015078	proton transmembrane transporter activity	molecular_function	MF
GO:0015079	potassium ion transmembrane transporter activity	molecular_function	MF
GO:0015095	magnesium ion transmembrane transporter activity	molecular_function	MF
GO:0015098	molybdate ion transmembrane transporter activity	molecular_function	MF
GO:0015108	chloride transmembrane transporter activity	molecular_function	MF
GO:0015112	nitrate transmembrane transporter activity	molecular_function	MF
GO:0015140	malate transmembrane transporter activity	molecular_function	MF
GO:0015144	carbohydrate transmembrane transporter activity	molecular_function	MF
GO:0015145	monosaccharide transmembrane transporter activity	molecular_function	MF
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	molecular_function	MF
GO:0015171	amino acid transmembrane transporter activity	molecular_function	MF
GO:0015179	L-amino acid transmembrane transporter activity	molecular_function	MF
GO:0015180	L-alanine transmembrane transporter activity	molecular_function	MF
GO:0015185	gamma-aminobutyric acid transmembrane transporter activity	molecular_function	MF
GO:0015189	L-lysine transmembrane transporter activity	molecular_function	MF
GO:0015203	polyamine transmembrane transporter activity	molecular_function	MF
GO:0015204	urea transmembrane transporter activity	molecular_function	MF
GO:0015205	nucleobase transmembrane transporter activity	molecular_function	MF
GO:0015211	purine nucleoside transmembrane transporter activity	molecular_function	MF
GO:0015215	nucleotide transmembrane transporter activity	molecular_function	MF
GO:0015217	ADP transmembrane transporter activity	molecular_function	MF
GO:0015228	coenzyme A transmembrane transporter activity	molecular_function	MF
GO:0015232	heme transmembrane transporter activity	molecular_function	MF
GO:0015245	fatty acid transmembrane transporter activity	molecular_function	MF
GO:0015250	water channel activity	molecular_function	MF
GO:0015267	channel activity	molecular_function	MF
GO:0015276	ligand-gated monoatomic ion channel activity	molecular_function	MF
GO:0015288	porin activity	molecular_function	MF
GO:0015293	symporter activity	molecular_function	MF
GO:0015297	antiporter activity	molecular_function	MF
GO:0015368	calcium:monoatomic cation antiporter activity	molecular_function	MF
GO:0015369	calcium:proton antiporter activity	molecular_function	MF
GO:0015377	chloride:monoatomic cation symporter activity	molecular_function	MF
GO:0015379	potassium:chloride symporter activity	molecular_function	MF
GO:0015385	sodium:proton antiporter activity	molecular_function	MF
GO:0015386	potassium:proton antiporter activity	molecular_function	MF
GO:0015450	protein-transporting ATPase activity	molecular_function	MF
GO:0015462	ABC-type protein transporter activity	molecular_function	MF
GO:0015562	efflux transmembrane transporter activity	molecular_function	MF
GO:0015605	organophosphate ester transmembrane transporter activity	molecular_function	MF
GO:0015631	tubulin binding	molecular_function	MF
GO:0015662	P-type ion transporter activity	molecular_function	MF
GO:0015923	mannosidase activity	molecular_function	MF
GO:0015926	glucosidase activity	molecular_function	MF
GO:0015928	fucosidase activity	molecular_function	MF
GO:0015930	glutamate synthase activity	molecular_function	MF
GO:0016004	phospholipase activator activity	molecular_function	MF
GO:0016209	antioxidant activity	molecular_function	MF
GO:0016274	protein-arginine N-methyltransferase activity	molecular_function	MF
GO:0016279	protein-lysine N-methyltransferase activity	molecular_function	MF
GO:0016298	lipase activity	molecular_function	MF
GO:0016301	kinase activity	molecular_function	MF
GO:0016405	CoA-ligase activity	molecular_function	MF
GO:0016409	palmitoyltransferase activity	molecular_function	MF
GO:0016410	N-acyltransferase activity	molecular_function	MF
GO:0016413	O-acetyltransferase activity	molecular_function	MF
GO:0016421	CoA carboxylase activity	molecular_function	MF
GO:0016423	tRNA (guanine) methyltransferase activity	molecular_function	MF
GO:0016435	rRNA (guanine) methyltransferase activity	molecular_function	MF
GO:0016462	pyrophosphatase activity	molecular_function	MF
GO:0016491	oxidoreductase activity	molecular_function	MF
GO:0016504	peptidase activator activity	molecular_function	MF
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	molecular_function	MF
GO:0016597	amino acid binding	molecular_function	MF
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	MF
GO:0016615	malate dehydrogenase activity	molecular_function	MF
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	MF
GO:0016618	hydroxypyruvate reductase [NAD(P)H] activity	molecular_function	MF
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	MF
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	molecular_function	MF
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	MF
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	molecular_function	MF
GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	molecular_function	MF
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	molecular_function	MF
GO:0016639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	molecular_function	MF
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor	molecular_function	MF
GO:0016651	oxidoreductase activity, acting on NAD(P)H	molecular_function	MF
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	molecular_function	MF
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	molecular_function	MF
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	molecular_function	MF
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	molecular_function	MF
GO:0016670	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor	molecular_function	MF
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	molecular_function	MF
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	molecular_function	MF
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function	MF
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	MF
GO:0016706	2-oxoglutarate-dependent dioxygenase activity	molecular_function	MF
GO:0016707	gibberellin 3-beta-dioxygenase activity	molecular_function	MF
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	molecular_function	MF
GO:0016710	trans-cinnamate 4-monooxygenase activity	molecular_function	MF
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	molecular_function	MF
GO:0016713	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen	molecular_function	MF
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	molecular_function	MF
GO:0016719	9,9'-di-cis-zeta-carotene desaturase activity	molecular_function	MF
GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors	molecular_function	MF
GO:0016740	transferase activity	molecular_function	MF
GO:0016741	transferase activity, transferring one-carbon groups	molecular_function	MF
GO:0016743	carboxyl- or carbamoyltransferase activity	molecular_function	MF
GO:0016744	transketolase or transaldolase activity	molecular_function	MF
GO:0016746	acyltransferase activity	molecular_function	MF
GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function	MF
GO:0016756	glutathione gamma-glutamylcysteinyltransferase activity	molecular_function	MF
GO:0016757	glycosyltransferase activity	molecular_function	MF
GO:0016758	hexosyltransferase activity	molecular_function	MF
GO:0016760	cellulose synthase (UDP-forming) activity	molecular_function	MF
GO:0016762	xyloglucan:xyloglucosyl transferase activity	molecular_function	MF
GO:0016763	pentosyltransferase activity	molecular_function	MF
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	molecular_function	MF
GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function	MF
GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function	MF
GO:0016776	phosphotransferase activity, phosphate group as acceptor	molecular_function	MF
GO:0016779	nucleotidyltransferase activity	molecular_function	MF
GO:0016780	phosphotransferase activity, for other substituted phosphate groups	molecular_function	MF
GO:0016782	transferase activity, transferring sulphur-containing groups	molecular_function	MF
GO:0016783	sulfurtransferase activity	molecular_function	MF
GO:0016784	3-mercaptopyruvate sulfurtransferase activity	molecular_function	MF
GO:0016787	hydrolase activity	molecular_function	MF
GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	MF
GO:0016790	thiolester hydrolase activity	molecular_function	MF
GO:0016791	phosphatase activity	molecular_function	MF
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	MF
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	molecular_function	MF
GO:0016805	dipeptidase activity	molecular_function	MF
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	MF
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	molecular_function	MF
GO:0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	molecular_function	MF
GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	MF
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	MF
GO:0016829	lyase activity	molecular_function	MF
GO:0016830	carbon-carbon lyase activity	molecular_function	MF
GO:0016831	carboxy-lyase activity	molecular_function	MF
GO:0016832	aldehyde-lyase activity	molecular_function	MF
GO:0016833	oxo-acid-lyase activity	molecular_function	MF
GO:0016836	hydro-lyase activity	molecular_function	MF
GO:0016838	carbon-oxygen lyase activity, acting on phosphates	molecular_function	MF
GO:0016841	ammonia-lyase activity	molecular_function	MF
GO:0016846	carbon-sulfur lyase activity	molecular_function	MF
GO:0016851	magnesium chelatase activity	molecular_function	MF
GO:0016853	isomerase activity	molecular_function	MF
GO:0016854	racemase and epimerase activity	molecular_function	MF
GO:0016855	racemase and epimerase activity, acting on amino acids and derivatives	molecular_function	MF
GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives	molecular_function	MF
GO:0016860	intramolecular oxidoreductase activity	molecular_function	MF
GO:0016866	intramolecular transferase activity	molecular_function	MF
GO:0016868	intramolecular phosphotransferase activity	molecular_function	MF
GO:0016871	cycloartenol synthase activity	molecular_function	MF
GO:0016872	intramolecular lyase activity	molecular_function	MF
GO:0016874	ligase activity	molecular_function	MF
GO:0016878	acid-thiol ligase activity	molecular_function	MF
GO:0016879	ligase activity, forming carbon-nitrogen bonds	molecular_function	MF
GO:0016881	acid-amino acid ligase activity	molecular_function	MF
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	MF
GO:0016887	ATP hydrolysis activity	molecular_function	MF
GO:0016891	RNA endonuclease activity, producing 5'-phosphomonoesters	molecular_function	MF
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	molecular_function	MF
GO:0016906	sterol 3-beta-glucosyltransferase activity	molecular_function	MF
GO:0016918	retinal binding	molecular_function	MF
GO:0016920	pyroglutamyl-peptidase activity	molecular_function	MF
GO:0016937	short-chain fatty acyl-CoA dehydrogenase activity	molecular_function	MF
GO:0016971	flavin-dependent sulfhydryl oxidase activity	molecular_function	MF
GO:0016972	thiol oxidase activity	molecular_function	MF
GO:0016984	ribulose-bisphosphate carboxylase activity	molecular_function	MF
GO:0016987	sigma factor activity	molecular_function	MF
GO:0017022	myosin binding	molecular_function	MF
GO:0017070	U6 snRNA binding	molecular_function	MF
GO:0017076	purine nucleotide binding	molecular_function	MF
GO:0017111	ribonucleoside triphosphate phosphatase activity	molecular_function	MF
GO:0017116	single-stranded DNA helicase activity	molecular_function	MF
GO:0018580	nitronate monooxygenase activity	molecular_function	MF
GO:0018738	S-formylglutathione hydrolase activity	molecular_function	MF
GO:0018812	3-hydroxyacyl-CoA dehydratase activity	molecular_function	MF
GO:0019001	guanyl nucleotide binding	molecular_function	MF
GO:0019003	GDP binding	molecular_function	MF
GO:0019104	DNA N-glycosylase activity	molecular_function	MF
GO:0019135	deoxyhypusine monooxygenase activity	molecular_function	MF
GO:0019139	cytokinin dehydrogenase activity	molecular_function	MF
GO:0019144	ADP-sugar diphosphatase activity	molecular_function	MF
GO:0019148	D-cysteine desulfhydrase activity	molecular_function	MF
GO:0019150	D-ribulokinase activity	molecular_function	MF
GO:0019156	isoamylase activity	molecular_function	MF
GO:0019199	transmembrane receptor protein kinase activity	molecular_function	MF
GO:0019203	carbohydrate phosphatase activity	molecular_function	MF
GO:0019205	nucleobase-containing compound kinase activity	molecular_function	MF
GO:0019210	kinase inhibitor activity	molecular_function	MF
GO:0019211	phosphatase activator activity	molecular_function	MF
GO:0019213	deacetylase activity	molecular_function	MF
GO:0019237	centromeric DNA binding	molecular_function	MF
GO:0019239	deaminase activity	molecular_function	MF
GO:0019706	protein-cysteine S-palmitoyltransferase activity	molecular_function	MF
GO:0019781	NEDD8 activating enzyme activity	molecular_function	MF
GO:0019783	ubiquitin-like protein peptidase activity	molecular_function	MF
GO:0019784	deNEDDylase activity	molecular_function	MF
GO:0019786	protein-phosphatidylethanolamide deconjugating activity	molecular_function	MF
GO:0019787	ubiquitin-like protein transferase activity	molecular_function	MF
GO:0019788	NEDD8 transferase activity	molecular_function	MF
GO:0019789	SUMO transferase activity	molecular_function	MF
GO:0019808	polyamine binding	molecular_function	MF
GO:0019825	oxygen binding	molecular_function	MF
GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity	molecular_function	MF
GO:0019843	rRNA binding	molecular_function	MF
GO:0019863	IgE binding	molecular_function	MF
GO:0019887	protein kinase regulator activity	molecular_function	MF
GO:0019888	protein phosphatase regulator activity	molecular_function	MF
GO:0019900	kinase binding	molecular_function	MF
GO:0019901	protein kinase binding	molecular_function	MF
GO:0019903	protein phosphatase binding	molecular_function	MF
GO:0019904	protein domain specific binding	molecular_function	MF
GO:0019905	syntaxin binding	molecular_function	MF
GO:0019948	SUMO activating enzyme activity	molecular_function	MF
GO:0019955	cytokine binding	molecular_function	MF
GO:0020037	heme binding	molecular_function	MF
GO:0022843	voltage-gated monoatomic cation channel activity	molecular_function	MF
GO:0022857	transmembrane transporter activity	molecular_function	MF
GO:0030060	L-malate dehydrogenase (NAD+) activity	molecular_function	MF
GO:0030145	manganese ion binding	molecular_function	MF
GO:0030151	molybdenum ion binding	molecular_function	MF
GO:0030170	pyridoxal phosphate binding	molecular_function	MF
GO:0030234	enzyme regulator activity	molecular_function	MF
GO:0030246	carbohydrate binding	molecular_function	MF
GO:0030247	polysaccharide binding	molecular_function	MF
GO:0030267	glyoxylate reductase (NADPH) activity	molecular_function	MF
GO:0030276	clathrin binding	molecular_function	MF
GO:0030337	DNA polymerase processivity factor activity	molecular_function	MF
GO:0030366	molybdopterin synthase activity	molecular_function	MF
GO:0030410	nicotianamine synthase activity	molecular_function	MF
GO:0030414	peptidase inhibitor activity	molecular_function	MF
GO:0030515	snoRNA binding	molecular_function	MF
GO:0030527	structural constituent of chromatin	molecular_function	MF
GO:0030533	triplet codon-amino acid adaptor activity	molecular_function	MF
GO:0030544	Hsp70 protein binding	molecular_function	MF
GO:0030570	pectate lyase activity	molecular_function	MF
GO:0030598	rRNA N-glycosylase activity	molecular_function	MF
GO:0030599	pectinesterase activity	molecular_function	MF
GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity	molecular_function	MF
GO:0030619	U1 snRNA binding	molecular_function	MF
GO:0030620	U2 snRNA binding	molecular_function	MF
GO:0030621	U4 snRNA binding	molecular_function	MF
GO:0030623	U5 snRNA binding	molecular_function	MF
GO:0030627	pre-mRNA 5'-splice site binding	molecular_function	MF
GO:0030628	pre-mRNA 3'-splice site binding	molecular_function	MF
GO:0030732	methionine S-methyltransferase activity	molecular_function	MF
GO:0030785	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity	molecular_function	MF
GO:0030942	endoplasmic reticulum signal peptide binding	molecular_function	MF
GO:0030955	potassium ion binding	molecular_function	MF
GO:0030975	thiamine binding	molecular_function	MF
GO:0030976	thiamine pyrophosphate binding	molecular_function	MF
GO:0030983	mismatched DNA binding	molecular_function	MF
GO:0031071	cysteine desulfurase activity	molecular_function	MF
GO:0031072	heat shock protein binding	molecular_function	MF
GO:0031176	endo-1,4-beta-xylanase activity	molecular_function	MF
GO:0031177	phosphopantetheine binding	molecular_function	MF
GO:0031267	small GTPase binding	molecular_function	MF
GO:0031369	translation initiation factor binding	molecular_function	MF
GO:0031386	protein tag activity	molecular_function	MF
GO:0031418	L-ascorbic acid binding	molecular_function	MF
GO:0031490	chromatin DNA binding	molecular_function	MF
GO:0031491	nucleosome binding	molecular_function	MF
GO:0031559	oxidosqualene cyclase activity	molecular_function	MF
GO:0031593	polyubiquitin modification-dependent protein binding	molecular_function	MF
GO:0031625	ubiquitin protein ligase binding	molecular_function	MF
GO:0031683	G-protein beta/gamma-subunit complex binding	molecular_function	MF
GO:0032451	demethylase activity	molecular_function	MF
GO:0032452	histone demethylase activity	molecular_function	MF
GO:0032453	histone H3K4 demethylase activity	molecular_function	MF
GO:0032454	histone H3K9 demethylase activity	molecular_function	MF
GO:0032549	ribonucleoside binding	molecular_function	MF
GO:0032559	adenyl ribonucleotide binding	molecular_function	MF
GO:0032934	sterol binding	molecular_function	MF
GO:0032977	membrane insertase activity	molecular_function	MF
GO:0033204	ribonuclease P RNA binding	molecular_function	MF
GO:0033549	MAP kinase phosphatase activity	molecular_function	MF
GO:0033612	receptor serine/threonine kinase binding	molecular_function	MF
GO:0033707	3''-deamino-3''-oxonicotianamine reductase activity	molecular_function	MF
GO:0033730	arogenate dehydrogenase (NADP+) activity	molecular_function	MF
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	molecular_function	MF
GO:0033819	lipoyl(octanoyl) transferase activity	molecular_function	MF
GO:0033853	aspartate-prephenate aminotransferase activity	molecular_function	MF
GO:0033854	glutamate-prephenate aminotransferase activity	molecular_function	MF
GO:0033855	nicotianamine aminotransferase activity	molecular_function	MF
GO:0033857	5-diphosphoinositol pentakisphosphate 1-kinase activity	molecular_function	MF
GO:0033862	UMP kinase activity	molecular_function	MF
GO:0033897	ribonuclease T2 activity	molecular_function	MF
GO:0033907	beta-D-fucosidase activity	molecular_function	MF
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	molecular_function	MF
GO:0033926	endo-alpha-N-acetylgalactosaminidase activity	molecular_function	MF
GO:0033971	hydroxyisourate hydrolase activity	molecular_function	MF
GO:0034038	deoxyhypusine synthase activity	molecular_function	MF
GO:0034061	DNA polymerase activity	molecular_function	MF
GO:0034335	DNA negative supercoiling activity	molecular_function	MF
GO:0034450	ubiquitin-ubiquitin ligase activity	molecular_function	MF
GO:0034485	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	molecular_function	MF
GO:0034511	U3 snoRNA binding	molecular_function	MF
GO:0034722	gamma-glutamyl-peptidase activity	molecular_function	MF
GO:0034979	NAD-dependent protein lysine deacetylase activity	molecular_function	MF
GO:0035091	phosphatidylinositol binding	molecular_function	MF
GO:0035173	histone kinase activity	molecular_function	MF
GO:0035241	protein-arginine omega-N monomethyltransferase activity	molecular_function	MF
GO:0035242	protein-arginine omega-N asymmetric methyltransferase activity	molecular_function	MF
GO:0035251	UDP-glucosyltransferase activity	molecular_function	MF
GO:0035252	UDP-xylosyltransferase activity	molecular_function	MF
GO:0035299	inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity	molecular_function	MF
GO:0035312	5'-3' DNA exonuclease activity	molecular_function	MF
GO:0035514	DNA demethylase activity	molecular_function	MF
GO:0035596	methylthiotransferase activity	molecular_function	MF
GO:0035598	N6-threonylcarbomyladenosine methylthiotransferase activity	molecular_function	MF
GO:0035615	clathrin adaptor activity	molecular_function	MF
GO:0035673	oligopeptide transmembrane transporter activity	molecular_function	MF
GO:0036094	small molecule binding	molecular_function	MF
GO:0038023	signaling receptor activity	molecular_function	MF
GO:0038199	ethylene receptor activity	molecular_function	MF
GO:0042030	ATPase inhibitor activity	molecular_function	MF
GO:0042054	histone methyltransferase activity	molecular_function	MF
GO:0042162	telomeric DNA binding	molecular_function	MF
GO:0042277	peptide binding	molecular_function	MF
GO:0042393	histone binding	molecular_function	MF
GO:0042578	phosphoric ester hydrolase activity	molecular_function	MF
GO:0042626	ATPase-coupled transmembrane transporter activity	molecular_function	MF
GO:0042781	3'-tRNA processing endoribonuclease activity	molecular_function	MF
GO:0042800	histone H3K4 methyltransferase activity	molecular_function	MF
GO:0042802	identical protein binding	molecular_function	MF
GO:0042803	protein homodimerization activity	molecular_function	MF
GO:0042910	xenobiotic transmembrane transporter activity	molecular_function	MF
GO:0042937	tripeptide transmembrane transporter activity	molecular_function	MF
GO:0042950	salicin transmembrane transporter activity	molecular_function	MF
GO:0042973	glucan endo-1,3-beta-D-glucosidase activity	molecular_function	MF
GO:0043014	alpha-tubulin binding	molecular_function	MF
GO:0043015	gamma-tubulin binding	molecular_function	MF
GO:0043021	ribonucleoprotein complex binding	molecular_function	MF
GO:0043022	ribosome binding	molecular_function	MF
GO:0043023	ribosomal large subunit binding	molecular_function	MF
GO:0043047	single-stranded telomeric DNA binding	molecular_function	MF
GO:0043130	ubiquitin binding	molecular_function	MF
GO:0043136	glycerol-3-phosphatase activity	molecular_function	MF
GO:0043138	3'-5' DNA helicase activity	molecular_function	MF
GO:0043139	5'-3' DNA helicase activity	molecular_function	MF
GO:0043168	anion binding	molecular_function	MF
GO:0043169	cation binding	molecular_function	MF
GO:0043175	RNA polymerase core enzyme binding	molecular_function	MF
GO:0043295	glutathione binding	molecular_function	MF
GO:0043399	tRNA adenosine(64)-2'-O-ribosylphosphate transferase activity	molecular_function	MF
GO:0043424	protein histidine kinase binding	molecular_function	MF
GO:0043495	protein-membrane adaptor activity	molecular_function	MF
GO:0043515	kinetochore binding	molecular_function	MF
GO:0043531	ADP binding	molecular_function	MF
GO:0043539	protein serine/threonine kinase activator activity	molecular_function	MF
GO:0043546	molybdopterin cofactor binding	molecular_function	MF
GO:0043565	sequence-specific DNA binding	molecular_function	MF
GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	MF
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	molecular_function	MF
GO:0043874	acireductone synthase activity	molecular_function	MF
GO:0043998	histone H2A acetyltransferase activity	molecular_function	MF
GO:0044183	protein folding chaperone	molecular_function	MF
GO:0044548	S100 protein binding	molecular_function	MF
GO:0044715	8-oxo-dGDP phosphatase activity	molecular_function	MF
GO:0044877	protein-containing complex binding	molecular_function	MF
GO:0045131	pre-mRNA branch point binding	molecular_function	MF
GO:0045145	single-stranded DNA 5'-3' DNA exonuclease activity	molecular_function	MF
GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	molecular_function	MF
GO:0045158	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	molecular_function	MF
GO:0045174	glutathione dehydrogenase (ascorbate) activity	molecular_function	MF
GO:0045182	translation regulator activity	molecular_function	MF
GO:0045300	stearoyl-[ACP] desaturase activity	molecular_function	MF
GO:0045430	chalcone isomerase activity	molecular_function	MF
GO:0046027	phospholipid:diacylglycerol acyltransferase activity	molecular_function	MF
GO:0046406	magnesium protoporphyrin IX methyltransferase activity	molecular_function	MF
GO:0046408	chlorophyll synthetase activity	molecular_function	MF
GO:0046422	violaxanthin de-epoxidase activity	molecular_function	MF
GO:0046423	allene-oxide cyclase activity	molecular_function	MF
GO:0046429	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)	molecular_function	MF
GO:0046481	digalactosyldiacylglycerol synthase activity	molecular_function	MF
GO:0046522	S-methyl-5-thioribose kinase activity	molecular_function	MF
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity	molecular_function	MF
GO:0046524	sucrose-phosphate synthase activity	molecular_function	MF
GO:0046527	glucosyltransferase activity	molecular_function	MF
GO:0046554	L-malate dehydrogenase (NADP+) activity	molecular_function	MF
GO:0046556	alpha-L-arabinofuranosidase activity	molecular_function	MF
GO:0046570	methylthioribulose 1-phosphate dehydratase activity	molecular_function	MF
GO:0046577	long-chain-alcohol oxidase activity	molecular_function	MF
GO:0046608	carotenoid isomerase activity	molecular_function	MF
GO:0046863	ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity	molecular_function	MF
GO:0046872	metal ion binding	molecular_function	MF
GO:0046873	metal ion transmembrane transporter activity	molecular_function	MF
GO:0046905	15-cis-phytoene synthase activity	molecular_function	MF
GO:0046910	pectinesterase inhibitor activity	molecular_function	MF
GO:0046912	acyltransferase activity, acyl groups converted into alkyl on transfer	molecular_function	MF
GO:0046914	transition metal ion binding	molecular_function	MF
GO:0046922	peptide-O-fucosyltransferase activity	molecular_function	MF
GO:0046923	ER retention sequence binding	molecular_function	MF
