KO	pathway
K07873	ko05132
K07887	ko05132
K07888	ko05132
K07889	ko05132
K07897	ko05132
K07898	ko05132
K07899	ko05132
K07900	ko05132
K07937	ko05132
K07941	ko05132
K07955	ko05132
K08598	ko05132
K08727	ko05132
K08738	ko05132
K08846	ko05132
K08847	ko05132
K08849	ko05132
K09487	ko05132
K10030	ko05132
K10089	ko05132
K10159	ko05132
K10160	ko05132
K10161	ko05132
K10168	ko05132
K10169	ko05132
K10302	ko05132
K10351	ko05132
K10358	ko05132
K10396	ko05132
K10407	ko05132
K10413	ko05132
K10414	ko05132
K10415	ko05132
K10416	ko05132
K10417	ko05132
K10418	ko05132
K10419	ko05132
K10420	ko05132
K10424	ko05132
K10425	ko05132
K10426	ko05132
K10427	ko05132
K10428	ko05132
K11014	ko05132
K11023	ko05132
K12366	ko05132
K12753	ko05132
K12754	ko05132
K12755	ko05132
K12756	ko05132
K12757	ko05132
K12758	ko05132
K12793	ko05132
K12799	ko05132
K12800	ko05132
K12805	ko05132
K12807	ko05132
K13085	ko05132
K13284	ko05132
K13285	ko05132
K13286	ko05132
K13450	ko05132
K13740	ko05132
K13741	ko05132
K13744	ko05132
K13883	ko05132
K14021	ko05132
K15343	ko05132
K15347	ko05132
K15348	ko05132
K15349	ko05132
K15350	ko05132
K15351	ko05132
K15352	ko05132
K15353	ko05132
K15354	ko05132
K15366	ko05132
K16060	ko05132
K16575	ko05132
K16576	ko05132
K17092	ko05132
K17260	ko05132
K17274	ko05132
K17388	ko05132
K17637	ko05132
K17923	ko05132
K18015	ko05132
K18423	ko05132
K18441	ko05132
K18584	ko05132
K18985	ko05132
K19298	ko05132
K19557	ko05132
K19984	ko05132
K20179	ko05132
K20180	ko05132
K20181	ko05132
K20182	ko05132
K20183	ko05132
K20184	ko05132
K20282	ko05132
K20917	ko05132
K21289	ko05132
K21954	ko05132
K22487	ko05132
K23282	ko05132
K23484	ko05132
K23583	ko05132
K23612	ko05132
K23649	ko05132
K23934	ko05132
K23935	ko05132
K23936	ko05132
K23937	ko05132
K23938	ko05132
K23940	ko05132
K23941	ko05132
K23942	ko05132
K23943	ko05132
K23944	ko05132
K23945	ko05132
K23946	ko05132
K01330	ko05133
K01331	ko05133
K01332	ko05133
K01370	ko05133
K02183	ko05133
K02187	ko05133
K02580	ko05133
K03156	ko05133
K03175	ko05133
K03986	ko05133
K03987	ko05133
K03988	ko05133
K03989	ko05133
K03990	ko05133
K03994	ko05133
K04001	ko05133
K04002	ko05133
K04003	ko05133
K04371	ko05133
K04379	ko05133
K04383	ko05133
K04391	ko05133
K04397	ko05133
K04440	ko05133
K04441	ko05133
K04448	ko05133
K04513	ko05133
K04519	ko05133
K04630	ko05133
K04729	ko05133
K04730	ko05133
K04733	ko05133
K04735	ko05133
K05400	ko05133
K05403	ko05133
K05405	ko05133
K05406	ko05133
K05409	ko05133
K05411	ko05133
K05425	ko05133
K05426	ko05133
K05443	ko05133
K05506	ko05133
K05719	ko05133
K05765	ko05133
K05842	ko05133
K06461	ko05133
K06464	ko05133
K06484	ko05133
K07326	ko05133
K07345	ko05133
K07347	ko05133
K07389	ko05133
K07679	ko05133
K07690	ko05133
K08727	ko05133
K09444	ko05133
K10030	ko05133
K10067	ko05133
K10155	ko05133
K10160	ko05133
K11003	ko05133
K11004	ko05133
K11023	ko05133
K11024	ko05133
K11025	ko05133
K11026	ko05133
K11027	ko05133
K12340	ko05133
K12681	ko05133
K12683	ko05133
K12688	ko05133
K12799	ko05133
K12800	ko05133
K12973	ko05133
K13241	ko05133
K15125	ko05133
K15126	ko05133
K22944	ko05133
K00239	ko05134
K01370	ko05134
K02084	ko05134
K02187	ko05134
K02406	ko05134
K02580	ko05134
K03156	ko05134
K03197	ko05134
K03231	ko05134
K03233	ko05134
K03283	ko05134
K03596	ko05134
K03990	ko05134
K04011	ko05134
K04077	ko05134
K04391	ko05134
K04397	ko05134
K04398	ko05134
K04399	ko05134
K04469	ko05134
K04519	ko05134
K04729	ko05134
K04734	ko05134
K04735	ko05134
K05405	ko05134
K05406	ko05134
K05425	ko05134
K05482	ko05134
K05505	ko05134
K06461	ko05134
K06464	ko05134
K07874	ko05134
K07875	ko05134
K07937	ko05134
K07953	ko05134
K08517	ko05134
K08738	ko05134
K09414	ko05134
K10030	ko05134
K10159	ko05134
K10160	ko05134
K10168	ko05134
K11022	ko05134
K12799	ko05134
K12805	ko05134
K12807	ko05134
K13525	ko05134
K14416	ko05134
K15464	ko05134
K15473	ko05134
K15474	ko05134
K15475	ko05134
K15476	ko05134
K15477	ko05134
K15478	ko05134
K15479	ko05134
K15480	ko05134
K15481	ko05134
K15482	ko05134
K15483	ko05134
K15484	ko05134
K15485	ko05134
K15486	ko05134
K15487	ko05134
K15488	ko05134
K15490	ko05134
K15491	ko05134
K15492	ko05134
K23561	ko05134
K00889	ko05135
K00922	ko05135
K01116	ko05135
K01370	ko05135
K02580	ko05135
K02649	ko05135
K03083	ko05135
K03156	ko05135
K03173	ko05135
K03175	ko05135
K04368	ko05135
K04369	ko05135
K04371	ko05135
K04373	ko05135
K04379	ko05135
K04392	ko05135
K04393	ko05135
K04403	ko05135
K04404	ko05135
K04427	ko05135
K04430	ko05135
K04431	ko05135
K04432	ko05135
K04433	ko05135
K04438	ko05135
K04440	ko05135
K04441	ko05135
K04446	ko05135
K04448	ko05135
K04456	ko05135
K04467	ko05135
K04513	ko05135
K04514	ko05135
K04519	ko05135
K04634	ko05135
K04729	ko05135
K04730	ko05135
K04733	ko05135
K04734	ko05135
K04735	ko05135
K05405	ko05135
K05410	ko05135
K05411	ko05135
K05415	ko05135
K05429	ko05135
K05443	ko05135
K05482	ko05135
K05627	ko05135
K05692	ko05135
K05704	ko05135
K05717	ko05135
K05719	ko05135
K05725	ko05135
K05726	ko05135
K05730	ko05135
K05743	ko05135
K05747	ko05135
K05748	ko05135
K05754	ko05135
K05755	ko05135
K05756	ko05135
K05757	ko05135
K05758	ko05135
K05760	ko05135
K05842	ko05135
K05856	ko05135
K05871	ko05135
K06071	ko05135
K06454	ko05135
K06458	ko05135
K06459	ko05135
K06472	ko05135
K06483	ko05135
K06484	ko05135
K06856	ko05135
K07209	ko05135
K07210	ko05135
K07360	ko05135
K07361	ko05135
K07362	ko05135
K07532	ko05135
K07860	ko05135
K07861	ko05135
K07863	ko05135
K07941	ko05135
K08598	ko05135
K08599	ko05135
K10030	ko05135
K10160	ko05135
K10784	ko05135
K10785	ko05135
K12330	ko05135
K12341	ko05135
K12366	ko05135
K12487	ko05135
K12799	ko05135
K12800	ko05135
K12803	ko05135
K12805	ko05135
K13708	ko05135
K13710	ko05135
K13735	ko05135
K14624	ko05135
K17260	ko05135
K17332	ko05135
K17333	ko05135
K17388	ko05135
K17698	ko05135
K18584	ko05135
K18985	ko05135
K19475	ko05135
K21072	ko05135
K23471	ko05135
K23472	ko05135
K23473	ko05135
K23474	ko05135
K23475	ko05135
K23476	ko05135
K23477	ko05135
K23478	ko05135
K23612	ko05135
K23691	ko05135
K01404	ko05140
K02580	ko05140
K02581	ko05140
K03156	ko05140
K03175	ko05140
K03231	ko05140
K03990	ko05140
K04011	ko05140
K04371	ko05140
K04375	ko05140
K04379	ko05140
K04383	ko05140
K04403	ko05140
K04404	ko05140
K04427	ko05140
K04441	ko05140
K04447	ko05140
K04448	ko05140
K04519	ko05140
K04687	ko05140
K04729	ko05140
K04730	ko05140
K04733	ko05140
K04734	ko05140
K04735	ko05140
K05132	ko05140
K05133	ko05140
K05406	ko05140
K05425	ko05140
K05430	ko05140
K05443	ko05140
K05697	ko05140
K05719	ko05140
K06461	ko05140
K06463	ko05140
K06464	ko05140
K06472	ko05140
K06483	ko05140
K06498	ko05140
K06752	ko05140
K06856	ko05140
K08009	ko05140
K08010	ko05140
K08011	ko05140
K08012	ko05140
K10159	ko05140
K10160	ko05140
K11217	ko05140
K11220	ko05140
K11987	ko05140
K13241	ko05140
K13375	ko05140
K13376	ko05140
K13377	ko05140
K13536	ko05140
K13537	ko05140
K16824	ko05140
K19662	ko05140
K21421	ko05140
K00922	ko05142
K01283	ko05142
K01354	ko05142
K02373	ko05142
K02580	ko05142
K02649	ko05142
K03156	ko05142
K03158	ko05142
K03175	ko05142
K03456	ko05142
K03898	ko05142
K03916	ko05142
K03982	ko05142
K03986	ko05142
K03987	ko05142
K03988	ko05142
K03990	ko05142
K04354	ko05142
K04371	ko05142
K04379	ko05142
K04382	ko05142
K04388	ko05142
K04389	ko05142
K04390	ko05142
K04398	ko05142
K04430	ko05142
K04440	ko05142
K04441	ko05142
K04448	ko05142
K04456	ko05142
K04467	ko05142
K04500	ko05142
K04519	ko05142
K04534	ko05142
K04630	ko05142
K04632	ko05142
K04633	ko05142
K04634	ko05142
K04635	ko05142
K04636	ko05142
K04637	ko05142
K04674	ko05142
K04687	ko05142
K04724	ko05142
K04729	ko05142
K04730	ko05142
K04733	ko05142
K04734	ko05142
K04735	ko05142
K05132	ko05142
K05133	ko05142
K05405	ko05142
K05406	ko05142
K05408	ko05142
K05415	ko05142
K05425	ko05142
K05429	ko05142
K05443	ko05142
K05842	ko05142
K05858	ko05142
K06450	ko05142
K06451	ko05142
K06452	ko05142
K06453	ko05142
K07209	ko05142
K07210	ko05142
K08041	ko05142
K08057	ko05142
K08571	ko05142
K10030	ko05142
K10159	ko05142
K10160	ko05142
K10161	ko05142
K10169	ko05142
K10784	ko05142
K10785	ko05142
K12499	ko05142
K13241	ko05142
K13375	ko05142
K13376	ko05142
K13377	ko05142
K13729	ko05142
K14624	ko05142
K23590	ko05142
K23591	ko05142
K00463	ko05143
K01354	ko05143
K01392	ko05143
K01404	ko05143
K02677	ko05143
K03156	ko05143
K03898	ko05143
K04234	ko05143
K04389	ko05143
K04390	ko05143
K04519	ko05143
K04634	ko05143
K04687	ko05143
K04729	ko05143
K05405	ko05143
K05406	ko05143
K05425	ko05143
K05443	ko05143
K05482	ko05143
K05858	ko05143
K06241	ko05143
K06490	ko05143
K06494	ko05143
K06527	ko05143
K06856	ko05143
K08757	ko05143
K10161	ko05143
K12334	ko05143
K13537	ko05143
K13822	ko05143
K13823	ko05143
K14473	ko05143
K14474	ko05143
K14475	ko05143
K14477	ko05143
K14478	ko05143
K14479	ko05143
K19662	ko05143
K19663	ko05143
K23584	ko05143
K23585	ko05143
K03156	ko05144
K03160	ko05144
K03161	ko05144
K04011	ko05144
K04519	ko05144
K04550	ko05144
K04659	ko05144
K04687	ko05144
K04729	ko05144
K05099	ko05144
K05405	ko05144
K05406	ko05144
K05423	ko05144
K05443	ko05144
K05460	ko05144
K05482	ko05144
K05718	ko05144
K06257	ko05144
K06259	ko05144
K06464	ko05144
K06471	ko05144
K06490	ko05144
K06494	ko05144
K06496	ko05144
K06508	ko05144
K06527	ko05144
K06543	ko05144
K06574	ko05144
K06575	ko05144
K06576	ko05144
K06728	ko05144
K10030	ko05144
K10159	ko05144
K10160	ko05144
K10161	ko05144
K10784	ko05144
K10785	ko05144
K13375	ko05144
K13376	ko05144
K13377	ko05144
K13822	ko05144
K13823	ko05144
K13833	ko05144
K13834	ko05144
K13835	ko05144
K13836	ko05144
K13837	ko05144
K13838	ko05144
K13839	ko05144
K13840	ko05144
K13841	ko05144
K13842	ko05144
K13843	ko05144
K13844	ko05144
K13845	ko05144
K13846	ko05144
K13847	ko05144
K13848	ko05144
K13849	ko05144
K13850	ko05144
K13851	ko05144
K13852	ko05144
K14624	ko05144
K16336	ko05144
K16857	ko05144
K20925	ko05144
K23459	ko05144
K00461	ko05145
K02158	ko05145
K02161	ko05145
K02187	ko05145
K02580	ko05145
K02581	ko05145
K03156	ko05145
K03158	ko05145
K03160	ko05145
K03161	ko05145
K03175	ko05145
K03283	ko05145
K04180	ko05145
K04371	ko05145
K04398	ko05145
K04399	ko05145
K04403	ko05145
K04404	ko05145
K04427	ko05145
K04432	ko05145
K04433	ko05145
K04440	ko05145
K04441	ko05145
K04447	ko05145
K04456	ko05145
K04467	ko05145
K04534	ko05145
K04570	ko05145
K04630	ko05145
K04687	ko05145
K04692	ko05145
K04694	ko05145
K04725	ko05145
K04729	ko05145
K04730	ko05145
K04733	ko05145
K04734	ko05145
K04735	ko05145
K05132	ko05145
K05133	ko05145
K05134	ko05145
K05135	ko05145
K05400	ko05145
K05406	ko05145
K05425	ko05145
K05443	ko05145
K05635	ko05145
K05636	ko05145
K05637	ko05145
K05719	ko05145
K06240	ko05145
K06241	ko05145
K06243	ko05145
K06244	ko05145
K06245	ko05145
K06246	ko05145
K06247	ko05145
K06276	ko05145
K06485	ko05145
K06752	ko05145
K07209	ko05145
K07210	ko05145
K08060	ko05145
K08738	ko05145
K09565	ko05145
K10159	ko05145
K10160	ko05145
K11217	ko05145
K11219	ko05145
K11220	ko05145
K12473	ko05145
K13241	ko05145
K13375	ko05145
K13376	ko05145
K13377	ko05145
K13412	ko05145
K13845	ko05145
K14139	ko05145
K14140	ko05145
K14141	ko05145
K14142	ko05145
K14143	ko05145
K14144	ko05145
K14145	ko05145
K14146	ko05145
K14147	ko05145
K14148	ko05145
K14149	ko05145
K14150	ko05145
K14151	ko05145
K16060	ko05145
K16061	ko05145
K21289	ko05145
K21290	ko05145
K23534	ko05145
K00922	ko05146
K01319	ko05146
K01476	ko05146
K02187	ko05146
K02580	ko05146
K02649	ko05146
K02677	ko05146
K03156	ko05146
K03997	ko05146
K03998	ko05146
K03999	ko05146
K04000	ko05146
K04072	ko05146
K04345	ko05146
K04386	ko05146
K04387	ko05146
K04391	ko05146
K04455	ko05146
K04519	ko05146
K04632	ko05146
K04633	ko05146
K04634	ko05146
K04635	ko05146
K04636	ko05146
K04637	ko05146
K04687	ko05146
K04735	ko05146
K05405	ko05146
K05406	ko05146
K05425	ko05146
K05427	ko05146
K05443	ko05146
K05505	ko05146
K05635	ko05146
K05636	ko05146
K05637	ko05146
K05699	ko05146
K05700	ko05146
K05717	ko05146
K05725	ko05146
K05858	ko05146
K06236	ko05146
K06237	ko05146
K06240	ko05146
K06241	ko05146
K06243	ko05146
K06244	ko05146
K06245	ko05146
K06246	ko05146
K06247	ko05146
K06448	ko05146
K06461	ko05146
K06464	ko05146
K06856	ko05146
K07887	ko05146
K07888	ko05146
K07889	ko05146
K07897	ko05146
K07898	ko05146
K08041	ko05146
K08570	ko05146
K10030	ko05146
K10159	ko05146
K10160	ko05146
K10955	ko05146
K13241	ko05146
K13279	ko05146
K13375	ko05146
K13376	ko05146
K13377	ko05146
K13963	ko05146
K13968	ko05146
K13969	ko05146
K13970	ko05146
K13971	ko05146
K13972	ko05146
K13973	ko05146
K13974	ko05146
K13975	ko05146
K13976	ko05146
K13977	ko05146
K13978	ko05146
K19662	ko05146
K19663	ko05146
K19720	ko05146
K23601	ko05146
K23602	ko05146
K01315	ko05150
K01330	ko05150
K01331	ko05150
K01332	ko05150
K01333	ko05150
K01334	ko05150
K01335	ko05150
K01401	ko05150
K03367	ko05150
K03739	ko05150
K03740	ko05150
K03905	ko05150
K03986	ko05150
K03987	ko05150
K03988	ko05150
K03989	ko05150
K03990	ko05150
K03991	ko05150
K03992	ko05150
K03993	ko05150
K03994	ko05150
K04004	ko05150
K04009	ko05150
K04010	ko05150
K04172	ko05150
K04173	ko05150
K04279	ko05150
K05230	ko05150
K05443	ko05150
K05718	ko05150
K06461	ko05150
K06463	ko05150
K06464	ko05150
K06472	ko05150
K06490	ko05150
K06496	ko05150
K06498	ko05150
K06513	ko05150
K06544	ko05150
K06752	ko05150
K06856	ko05150
K07596	ko05150
K07604	ko05150
K10784	ko05150
K10785	ko05150
K11038	ko05150
K11040	ko05150
K11041	ko05150
K11043	ko05150
K12560	ko05150
K13916	ko05150
K14188	ko05150
K14192	ko05150
K14193	ko05150
K14194	ko05150
K14195	ko05150
K14196	ko05150
K14197	ko05150
K14198	ko05150
K14199	ko05150
K14200	ko05150
K14201	ko05150
K14202	ko05150
K14203	ko05150
K14204	ko05150
K14205	ko05150
K16824	ko05150
K19079	ko05150
K19080	ko05150
K21100	ko05150
K23125	ko05150
K23126	ko05150
K23586	ko05150
K23587	ko05150
K00914	ko05152
K01368	ko05152
K01379	ko05152
K02040	ko05152
K02084	ko05152
K02144	ko05152
K02146	ko05152
K02154	ko05152
K02155	ko05152
K02158	ko05152
K02159	ko05152
K02161	ko05152
K02183	ko05152
K02187	ko05152
K02373	ko05152
K02580	ko05152
K03156	ko05152
K03158	ko05152
K03171	ko05152
K03175	ko05152
K03661	ko05152
K03662	ko05152
K03990	ko05152
K04011	ko05152
K04043	ko05152
K04077	ko05152
K04348	ko05152
K04366	ko05152
K04371	ko05152
K04383	ko05152
K04391	ko05152
K04398	ko05152
K04399	ko05152
K04400	ko05152
K04440	ko05152
K04441	ko05152
K04447	ko05152
K04456	ko05152
K04498	ko05152
K04513	ko05152
K04515	ko05152
K04519	ko05152
K04687	ko05152
K04718	ko05152
K04726	ko05152
K04729	ko05152
K04730	ko05152
K04731	ko05152
K04733	ko05152
K04735	ko05152
K05132	ko05152
K05133	ko05152
K05134	ko05152
K05135	ko05152
K05398	ko05152
K05399	ko05152
K05403	ko05152
K05405	ko05152
K05406	ko05152
K05414	ko05152
K05415	ko05152
K05425	ko05152
K05426	ko05152
K05443	ko05152
K05482	ko05152
K05704	ko05152
K05855	ko05152
K05870	ko05152
K06268	ko05152
K06461	ko05152
K06462	ko05152
K06463	ko05152
K06464	ko05152
K06472	ko05152
K06498	ko05152
K06505	ko05152
K06528	ko05152
K06560	ko05152
K06563	ko05152
K06752	ko05152
K06856	ko05152
K07368	ko05152
K07369	ko05152
K07438	ko05152
K07532	ko05152
K07887	ko05152
K07888	ko05152
K07889	ko05152
K07897	ko05152
K07983	ko05152
K08060	ko05152
K08061	ko05152
K08062	ko05152
K08063	ko05152
K08064	ko05152
K08065	ko05152
K08066	ko05152
K08539	ko05152
K08738	ko05152
K08846	ko05152
K08862	ko05152
K10048	ko05152
K10049	ko05152
K10059	ko05152
K10074	ko05152
K10159	ko05152
K10160	ko05152
K10161	ko05152
K10165	ko05152
K10169	ko05152
K11217	ko05152
K11220	ko05152
K12478	ko05152
K12560	ko05152
K12794	ko05152
K13241	ko05152
K13375	ko05152
K13376	ko05152
K13377	ko05152
K13882	ko05152
K13916	ko05152
K14949	ko05152
K14952	ko05152
K14953	ko05152
K14954	ko05152
K14955	ko05152
K14956	ko05152
K14957	ko05152
K14958	ko05152
K16824	ko05152
K21302	ko05152
K00922	ko05160
K01165	ko05160
K02084	ko05160
K02089	ko05160
K02091	ko05160
K02105	ko05160
K02158	ko05160
K02159	ko05160
K02187	ko05160
K02206	ko05160
K02373	ko05160
K02580	ko05160
K02649	ko05160
K02833	ko05160
K02861	ko05160
K03083	ko05160
K03099	ko05160
K03156	ko05160
K03158	ko05160
K03171	ko05160
K03173	ko05160
K03174	ko05160
K03175	ko05160
K03237	ko05160
K03250	ko05160
K03456	ko05160
K04354	ko05160
K04357	ko05160
K04361	ko05160
K04364	ko05160
K04365	ko05160
K04366	ko05160
K04368	ko05160
K04369	ko05160
K04371	ko05160
K04377	ko05160
K04382	ko05160
K04389	ko05160
K04390	ko05160
K04398	ko05160
K04399	ko05160
K04451	ko05160
K04456	ko05160
K04467	ko05160
K04503	ko05160
K04687	ko05160
K04692	ko05160
K04693	ko05160
K04696	ko05160
K04706	ko05160
K04724	ko05160
K04726	ko05160
K04734	ko05160
K04735	ko05160
K05130	ko05160
K05131	ko05160
K05401	ko05160
K05410	ko05160
K05411	ko05160
K05414	ko05160
K05415	ko05160
K05842	ko05160
K06087	ko05160
K06088	ko05160
K06508	ko05160
K06618	ko05160
K06620	ko05160
K06625	ko05160
K06630	ko05160
K06698	ko05160
K07209	ko05160
K07210	ko05160
K07211	ko05160
K07294	ko05160
K07827	ko05160
K07828	ko05160
K08524	ko05160
K08536	ko05160
K08738	ko05160
K08845	ko05160
K09389	ko05160
K09447	ko05160
K11217	ko05160
K11219	ko05160
K11220	ko05160
K11221	ko05160
K12473	ko05160
K12646	ko05160
K12648	ko05160
K12671	ko05160
K13885	ko05160
K14021	ko05160
K14216	ko05160
K14217	ko05160
K14754	ko05160
K15045	ko05160
K16195	ko05160
K16197	ko05160
K16198	ko05160
K17454	ko05160
K22271	ko05160
K22272	ko05160
K22273	ko05160
K22274	ko05160
K22275	ko05160
K22472	ko05160
K22497	ko05160
K22498	ko05160
K24861	ko05160
K00922	ko05161
K01403	ko05161
K02084	ko05161
K02158	ko05161
K02159	ko05161
K02161	ko05161
K02187	ko05161
K02206	ko05161
K02373	ko05161
K02580	ko05161
K02649	ko05161
K02677	ko05161
K02833	ko05161
K03099	ko05161
K03156	ko05161
K03174	ko05161
K03175	ko05161
K03662	ko05161
K04364	ko05161
K04365	ko05161
K04366	ko05161
K04368	ko05161
K04369	ko05161
K04371	ko05161
K04374	ko05161
K04375	ko05161
K04377	ko05161
K04379	ko05161
K04388	ko05161
K04389	ko05161
K04390	ko05161
K04398	ko05161
K04399	ko05161
K04400	ko05161
K04403	ko05161
K04404	ko05161
K04416	ko05161
K04427	ko05161
K04430	ko05161
K04431	ko05161
K04432	ko05161
K04433	ko05161
K04440	ko05161
K04441	ko05161
K04446	ko05161
K04447	ko05161
K04448	ko05161
K04450	ko05161
K04451	ko05161
K04456	ko05161
K04467	ko05161
K04498	ko05161
K04501	ko05161
K04674	ko05161
K04692	ko05161
K04726	ko05161
K04729	ko05161
K04730	ko05161
K04733	ko05161
K04734	ko05161
K04735	ko05161
K04741	ko05161
K04802	ko05161
K05130	ko05161
K05401	ko05161
K05403	ko05161
K05405	ko05161
K05409	ko05161
K05410	ko05161
K05411	ko05161
K05414	ko05161
K05415	ko05161
K05704	ko05161
K05842	ko05161
K05870	ko05161
K05871	ko05161
K06255	ko05161
K06618	ko05161
K06620	ko05161
K06625	ko05161
K06626	ko05161
K06627	ko05161
K07209	ko05161
K07210	ko05161
K07211	ko05161
K07827	ko05161
K07828	ko05161
K08731	ko05161
K08738	ko05161
K08845	ko05161
K09047	ko05161
K09048	ko05161
K09049	ko05161
K09389	ko05161
K09447	ko05161
K10030	ko05161
K10140	ko05161
K10159	ko05161
K10160	ko05161
K10610	ko05161
K11217	ko05161
K11218	ko05161
K11219	ko05161
K11220	ko05161
K11221	ko05161
K11222	ko05161
K11223	ko05161
K11224	ko05161
K11225	ko05161
K11594	ko05161
K12496	ko05161
K12497	ko05161
K12646	ko05161
K12647	ko05161
K12648	ko05161
K13375	ko05161
K13376	ko05161
K13377	ko05161
K14341	ko05161
K15041	ko05161
K16197	ko05161
K17332	ko05161
K17333	ko05161
K17334	ko05161
K17454	ko05161
K19662	ko05161
K19663	ko05161
K21037	ko05161
K21854	ko05161
K23128	ko05161
K23129	ko05161
K23605	ko05161
K00922	ko05162
K02084	ko05162
K02089	ko05162
K02091	ko05162
K02158	ko05162
K02159	ko05162
K02161	ko05162
K02187	ko05162
K02206	ko05162
K02373	ko05162
K02580	ko05162
K02581	ko05162
K02649	ko05162
K03083	ko05162
K03097	ko05162
K03115	ko05162
K03171	ko05162
K03174	ko05162
K03175	ko05162
K03237	ko05162
K03247	ko05162
K03283	ko05162
K04007	ko05162
K04379	ko05162
K04383	ko05162
K04389	ko05162
K04390	ko05162
K04398	ko05162
K04399	ko05162
K04404	ko05162
K04427	ko05162
K04440	ko05162
K04448	ko05162
K04451	ko05162
K04456	ko05162
K04467	ko05162
K04503	ko05162
K04519	ko05162
K04570	ko05162
K04692	ko05162
K04693	ko05162
K04726	ko05162
K04729	ko05162
K04730	ko05162
K04733	ko05162
K04734	ko05162
K04735	ko05162
K05068	ko05162
K05069	ko05162
K05070	ko05162
K05130	ko05162
K05131	ko05162
K05404	ko05162
K05405	ko05162
K05406	ko05162
K05410	ko05162
K05411	ko05162
K05414	ko05162
K05415	ko05162
K05425	ko05162
K05429	ko05162
K05763	ko05162
K06450	ko05162
K06451	ko05162
K06452	ko05162
K06470	ko05162
K06536	ko05162
K06563	ko05162
K06624	ko05162
K06626	ko05162
K07209	ko05162
K07210	ko05162
K07211	ko05162
K07899	ko05162
K07900	ko05162
K08738	ko05162
K09447	ko05162
K10132	ko05162
K10144	ko05162
K10148	ko05162
K10151	ko05162
K10152	ko05162
K10159	ko05162
K10160	ko05162
K10161	ko05162
K10784	ko05162
K10785	ko05162
K11217	ko05162
K11218	ko05162
K11219	ko05162
K11220	ko05162
K11221	ko05162
K11223	ko05162
K11224	ko05162
K11859	ko05162
K12560	ko05162
K12646	ko05162
K12647	ko05162
K12648	ko05162
K12968	ko05162
K14021	ko05162
K14216	ko05162
K14753	ko05162
K14754	ko05162
K16195	ko05162
K19376	ko05162
K19377	ko05162
K19378	ko05162
K19379	ko05162
K19380	ko05162
K19381	ko05162
K22280	ko05162
K22281	ko05162
K22517	ko05162
K00922	ko05163
K02089	ko05163
K02091	ko05163
K02105	ko05163
K02159	ko05163
K02183	ko05163
K02187	ko05163
K02373	ko05163
K02580	ko05163
K02649	ko05163
K02677	ko05163
K02833	ko05163
K02861	ko05163
K03083	ko05163
K03099	ko05163
K03156	ko05163
K03158	ko05163
K03171	ko05163
K03173	ko05163
K04176	ko05163
K04178	ko05163
K04180	ko05163
K04189	ko05163
K04258	ko05163
K04259	ko05163
K04260	ko05163
K04261	ko05163
K04345	ko05163
K04346	ko05163
K04347	ko05163
K04348	ko05163
K04361	ko05163
K04363	ko05163
K04364	ko05163
K04366	ko05163
K04368	ko05163
K04369	ko05163
K04371	ko05163
K04374	ko05163
K04375	ko05163
K04377	ko05163
K04386	ko05163
K04389	ko05163
K04390	ko05163
K04392	ko05163
K04398	ko05163
K04399	ko05163
K04433	ko05163
K04438	ko05163
K04441	ko05163
K04446	ko05163
K04450	ko05163
K04451	ko05163
K04456	ko05163
K04467	ko05163
K04503	ko05163
K04513	ko05163
K04514	ko05163
K04519	ko05163
K04534	ko05163
