KO	pathway
K02737	ko05020
K02738	ko05020
K02739	ko05020
K03028	ko05020
K03029	ko05020
K03030	ko05020
K03031	ko05020
K03032	ko05020
K03033	ko05020
K03035	ko05020
K03036	ko05020
K03037	ko05020
K03038	ko05020
K03039	ko05020
K03061	ko05020
K03062	ko05020
K03063	ko05020
K03064	ko05020
K03065	ko05020
K03066	ko05020
K03083	ko05020
K03097	ko05020
K03115	ko05020
K03156	ko05020
K03237	ko05020
K03283	ko05020
K03878	ko05020
K03879	ko05020
K03880	ko05020
K03881	ko05020
K03882	ko05020
K03883	ko05020
K03884	ko05020
K03934	ko05020
K03935	ko05020
K03936	ko05020
K03937	ko05020
K03938	ko05020
K03939	ko05020
K03940	ko05020
K03941	ko05020
K03942	ko05020
K03943	ko05020
K03944	ko05020
K03945	ko05020
K03946	ko05020
K03947	ko05020
K03948	ko05020
K03949	ko05020
K03950	ko05020
K03951	ko05020
K03952	ko05020
K03953	ko05020
K03954	ko05020
K03955	ko05020
K03956	ko05020
K03957	ko05020
K03958	ko05020
K03959	ko05020
K03960	ko05020
K03961	ko05020
K03962	ko05020
K03963	ko05020
K03964	ko05020
K03965	ko05020
K03966	ko05020
K03967	ko05020
K03968	ko05020
K03986	ko05020
K03987	ko05020
K03988	ko05020
K03994	ko05020
K03995	ko05020
K03996	ko05020
K03997	ko05020
K03998	ko05020
K03999	ko05020
K04000	ko05020
K04345	ko05020
K04348	ko05020
K04371	ko05020
K04374	ko05020
K04383	ko05020
K04392	ko05020
K04399	ko05020
K04440	ko05020
K04441	ko05020
K04450	ko05020
K04452	ko05020
K04519	ko05020
K04565	ko05020
K04741	ko05020
K04849	ko05020
K04850	ko05020
K04851	ko05020
K04853	ko05020
K04857	ko05020
K04958	ko05020
K04959	ko05020
K04960	ko05020
K04961	ko05020
K04962	ko05020
K04963	ko05020
K05208	ko05020
K05209	ko05020
K05210	ko05020
K05211	ko05020
K05212	ko05020
K05213	ko05020
K05214	ko05020
K05405	ko05020
K05634	ko05020
K05635	ko05020
K05703	ko05020
K05862	ko05020
K05863	ko05020
K05870	ko05020
K06068	ko05020
K06268	ko05020
K06278	ko05020
K06491	ko05020
K06691	ko05020
K06693	ko05020
K07374	ko05020
K07375	ko05020
K07860	ko05020
K08009	ko05020
K08010	ko05020
K08011	ko05020
K08012	ko05020
K08738	ko05020
K08860	ko05020
K09047	ko05020
K09048	ko05020
K09049	ko05020
K09203	ko05020
K09490	ko05020
K09553	ko05020
K09565	ko05020
K10396	ko05020
K10407	ko05020
K10881	ko05020
K11351	ko05020
K11352	ko05020
K11353	ko05020
K12499	ko05020
K12958	ko05020
K12959	ko05020
K15040	ko05020
K15041	ko05020
K20858	ko05020
K21421	ko05020
K00182	ko05022
K00234	ko05022
K00235	ko05022
K00236	ko05022
K00237	ko05022
K00312	ko05022
K00408	ko05022
K00411	ko05022
K00412	ko05022
K00413	ko05022
K00414	ko05022
K00415	ko05022
K00416	ko05022
K00417	ko05022
K00418	ko05022
K00419	ko05022
K00420	ko05022
K00432	ko05022
K00444	ko05022
K00445	ko05022
K00572	ko05022
K00714	ko05022
K00914	ko05022
K01064	ko05022
K01116	ko05022
K01357	ko05022
K01367	ko05022
K01384	ko05022
K01558	ko05022
K02084	ko05022
K02085	ko05022
K02090	ko05022
K02105	ko05022
K02125	ko05022
K02126	ko05022
K02127	ko05022
K02128	ko05022
K02131	ko05022
K02132	ko05022
K02133	ko05022
K02134	ko05022
K02135	ko05022
K02136	ko05022
K02137	ko05022
K02138	ko05022
K02157	ko05022
K02158	ko05022
K02159	ko05022
K02161	ko05022
K02165	ko05022
K02183	ko05022
K02187	ko05022
K02235	ko05022
K02256	ko05022
K02261	ko05022
K02262	ko05022
K02263	ko05022
K02264	ko05022
K02265	ko05022
K02266	ko05022
K02267	ko05022
K02268	ko05022
K02270	ko05022
K02271	ko05022
K02272	ko05022
K02273	ko05022
K02308	ko05022
K02329	ko05022
K02353	ko05022
K02354	ko05022
K02373	ko05022
K02375	ko05022
K02376	ko05022
K02432	ko05022
K02580	ko05022
K02677	ko05022
K02725	ko05022
K02726	ko05022
K02727	ko05022
K02728	ko05022
K02729	ko05022
K02730	ko05022
K02731	ko05022
K02732	ko05022
K02734	ko05022
K02735	ko05022
K02736	ko05022
K02737	ko05022
K02738	ko05022
K02739	ko05022
K02833	ko05022
K02842	ko05022
K02927	ko05022
K02977	ko05022
K03028	ko05022
K03029	ko05022
K03030	ko05022
K03031	ko05022
K03032	ko05022
K03033	ko05022
K03035	ko05022
K03036	ko05022
K03037	ko05022
K03038	ko05022
K03039	ko05022
K03061	ko05022
K03062	ko05022
K03063	ko05022
K03064	ko05022
K03065	ko05022
K03066	ko05022
K03068	ko05022
K03069	ko05022
K03083	ko05022
K03096	ko05022
K03097	ko05022
K03115	ko05022
K03156	ko05022
K03158	ko05022
K03173	ko05022
K03178	ko05022
K03209	ko05022
K03237	ko05022
K03781	ko05022
K03853	ko05022
K03878	ko05022
K03879	ko05022
K03880	ko05022
K03881	ko05022
K03882	ko05022
K03883	ko05022
K03884	ko05022
K03934	ko05022
K03935	ko05022
K03936	ko05022
K03937	ko05022
K03938	ko05022
K03939	ko05022
K03940	ko05022
K03941	ko05022
K03942	ko05022
K03943	ko05022
K03944	ko05022
K03945	ko05022
K03946	ko05022
K03947	ko05022
K03948	ko05022
K03949	ko05022
K03950	ko05022
K03951	ko05022
K03952	ko05022
K03953	ko05022
K03954	ko05022
K03955	ko05022
K03956	ko05022
K03957	ko05022
K03958	ko05022
K03959	ko05022
K03960	ko05022
K03961	ko05022
K03962	ko05022
K03963	ko05022
K03964	ko05022
K03965	ko05022
K03966	ko05022
K03967	ko05022
K03968	ko05022
K04129	ko05022
K04131	ko05022
K04133	ko05022
K04243	ko05022
K04348	ko05022
K04355	ko05022
K04365	ko05022
K04366	ko05022
K04368	ko05022
K04369	ko05022
K04371	ko05022
K04374	ko05022
K04380	ko05022
K04383	ko05022
K04385	ko05022
K04389	ko05022
K04390	ko05022
K04392	ko05022
K04397	ko05022
K04398	ko05022
K04399	ko05022
K04418	ko05022
K04426	ko05022
K04431	ko05022
K04432	ko05022
K04433	ko05022
K04440	ko05022
K04441	ko05022
K04452	ko05022
K04505	ko05022
K04515	ko05022
K04519	ko05022
K04520	ko05022
K04522	ko05022
K04528	ko05022
K04533	ko05022
K04552	ko05022
K04553	ko05022
K04554	ko05022
K04555	ko05022
K04556	ko05022
K04557	ko05022
K04558	ko05022
K04559	ko05022
K04560	ko05022
K04565	ko05022
K04569	ko05022
K04570	ko05022
K04572	ko05022
K04573	ko05022
K04574	ko05022
K04575	ko05022
K04603	ko05022
K04604	ko05022
K04634	ko05022
K04638	ko05022
K04647	ko05022
K04648	ko05022
K04690	ko05022
K04726	ko05022
K04735	ko05022
K04741	ko05022
K04809	ko05022
K04849	ko05022
K04850	ko05022
K04851	ko05022
K04853	ko05022
K04857	ko05022
K04958	ko05022
K04959	ko05022
K04960	ko05022
K04961	ko05022
K04962	ko05022
K04963	ko05022
K04966	ko05022
K05036	ko05022
K05141	ko05022
K05197	ko05022
K05198	ko05022
K05199	ko05022
K05200	ko05022
K05208	ko05022
K05209	ko05022
K05210	ko05022
K05211	ko05022
K05212	ko05022
K05405	ko05022
K05410	ko05022
K05453	ko05022
K05611	ko05022
K05634	ko05022
K05687	ko05022
K05688	ko05022
K05853	ko05022
K05858	ko05022
K05862	ko05022
K05863	ko05022
K05864	ko05022
K06030	ko05022
K06268	ko05022
K06691	ko05022
K06693	ko05022
K07203	ko05022
K07374	ko05022
K07375	ko05022
K07607	ko05022
K07827	ko05022
K07828	ko05022
K07874	ko05022
K07887	ko05022
K07901	ko05022
K07925	ko05022
K08008	ko05022
K08269	ko05022
K08331	ko05022
K08333	ko05022
K08334	ko05022
K08669	ko05022
K08683	ko05022
K08738	ko05022
K08770	ko05022
K08844	ko05022
K08845	ko05022
K08852	ko05022
K08860	ko05022
K08957	ko05022
K08960	ko05022
K09027	ko05022
K09054	ko05022
K09488	ko05022
K09490	ko05022
K09565	ko05022
K10396	ko05022
K10407	ko05022
K10408	ko05022
K10409	ko05022
K10410	ko05022
K10411	ko05022
K10412	ko05022
K10424	ko05022
K10425	ko05022
K10426	ko05022
K10427	ko05022
K10428	ko05022
K10435	ko05022
K10575	ko05022
K10578	ko05022
K10698	ko05022
K10707	ko05022
K10881	ko05022
K11143	ko05022
K11351	ko05022
K11352	ko05022
K11353	ko05022
K11518	ko05022
K11519	ko05022
K11716	ko05022
K11828	ko05022
K11863	ko05022
K11987	ko05022
K12192	ko05022
K12650	ko05022
K13098	ko05022
K13240	ko05022
K13241	ko05022
K13525	ko05022
K14021	ko05022
K14381	ko05022
K15040	ko05022
K15041	ko05022
K15840	ko05022
K16575	ko05022
K16576	ko05022
K17589	ko05022
K17603	ko05022
K17889	ko05022
K17906	ko05022
K17908	ko05022
K17985	ko05022
K19026	ko05022
K19662	ko05022
K19663	ko05022
K19722	ko05022
K19730	ko05022
K19946	ko05022
K20719	ko05022
K20858	ko05022
K21246	ko05022
K21356	ko05022
K21357	ko05022
K21421	ko05022
K21423	ko05022
K22913	ko05022
K23600	ko05022
K23609	ko05022
K23610	ko05022
K23611	ko05022
K23616	ko05022
K23625	ko05022
K23932	ko05022
K00274	ko05030
K00501	ko05030
K01593	ko05030
K02090	ko05030
K02580	ko05030
K04144	ko05030
K04145	ko05030
K04345	ko05030
K04355	ko05030
K04374	ko05030
K04448	ko05030
K04450	ko05030
K04605	ko05030
K04606	ko05030
K04630	ko05030
K04632	ko05030
K04735	ko05030
K05036	ko05030
K05198	ko05030
K05208	ko05030
K05209	ko05030
K05210	ko05030
K05211	ko05030
K05212	ko05030
K05213	ko05030
K05214	ko05030
K05870	ko05030
K08045	ko05030
K08155	ko05030
K09029	ko05030
K09047	ko05030
K09048	ko05030
K09049	ko05030
K11716	ko05030
K11828	ko05030
K13765	ko05030
K15494	ko05030
K15839	ko05030
K15840	ko05030
K00274	ko05031
K00501	ko05031
K01593	ko05031
K02183	ko05031
K02677	ko05031
K04144	ko05031
K04345	ko05031
K04348	ko05031
K04374	ko05031
K04379	ko05031
K04448	ko05031
K04450	ko05031
K04515	ko05031
K04560	ko05031
K04632	ko05031
K04850	ko05031
K04851	ko05031
K05036	ko05031
K05197	ko05031
K05198	ko05031
K05199	ko05031
K05200	ko05031
K05208	ko05031
K05209	ko05031
K05210	ko05031
K05211	ko05031
K05212	ko05031
K05213	ko05031
K05214	ko05031
K05869	ko05031
K05870	ko05031
K06067	ko05031
K06268	ko05031
K06269	ko05031
K08045	ko05031
K08155	ko05031
K09029	ko05031
K09047	ko05031
K09048	ko05031
K09049	ko05031
K11411	ko05031
K15494	ko05031
K15840	ko05031
K15867	ko05031
K19662	ko05031
K19663	ko05031
K00910	ko05032
K02677	ko05032
K04144	ko05032
K04215	ko05032
K04265	ko05032
K04344	ko05032
K04345	ko05032
K04347	ko05032
K04439	ko05032
K04534	ko05032
K04536	ko05032
K04537	ko05032
K04538	ko05032
K04539	ko05032
K04540	ko05032
K04541	ko05032
K04542	ko05032
K04543	ko05032
K04544	ko05032
K04545	ko05032
K04546	ko05032
K04547	ko05032
K04548	ko05032
K04549	ko05032
K04615	ko05032
K04630	ko05032
K04632	ko05032
K04849	ko05032
K04997	ko05032
K04999	ko05032
K05000	ko05032
K05002	ko05032
K05175	ko05032
K05181	ko05032
K05184	ko05032
K05185	ko05032
K05186	ko05032
K05189	ko05032
K05190	ko05032
K05192	ko05032
K07825	ko05032
K07826	ko05032
K08041	ko05032
K08042	ko05032
K08043	ko05032
K08044	ko05032
K08045	ko05032
K08046	ko05032
K08047	ko05032
K08048	ko05032
K08049	ko05032
K08291	ko05032
K13293	ko05032
K13296	ko05032
K13298	ko05032
K13755	ko05032
K15015	ko05032
K18283	ko05032
K18436	ko05032
K18437	ko05032
K18438	ko05032
K19021	ko05032
K19662	ko05032
K19663	ko05032
K04344	ko05033
K04806	ko05033
K04808	ko05033
K04809	ko05033
K04813	ko05033
K04849	ko05033
K05175	ko05033
K05181	ko05033
K05184	ko05033
K05185	ko05033
K05186	ko05033
K05189	ko05033
K05190	ko05033
K05192	ko05033
K05197	ko05033
K05198	ko05033
K05199	ko05033
K05200	ko05033
K05208	ko05033
K05209	ko05033
K05210	ko05033
K05211	ko05033
K05212	ko05033
K05213	ko05033
K05214	ko05033
K12302	ko05033
K15015	ko05033
K00274	ko05034
K00501	ko05034
K00908	ko05034
K01593	ko05034
K02183	ko05034
K02833	ko05034
K03099	ko05034
K04144	ko05034
K04145	ko05034
K04266	ko05034
K04267	ko05034
K04345	ko05034
K04347	ko05034
K04355	ko05034
K04360	ko05034
K04364	ko05034
K04365	ko05034
K04366	ko05034
K04368	ko05034
K04371	ko05034
K04374	ko05034
K04450	ko05034
K04534	ko05034
K04536	ko05034
K04537	ko05034
K04538	ko05034
K04539	ko05034
K04540	ko05034
K04541	ko05034
K04542	ko05034
K04543	ko05034
K04544	ko05034
K04545	ko05034
K04546	ko05034
K04547	ko05034
K04548	ko05034
K04549	ko05034
K04630	ko05034
K04632	ko05034
K05036	ko05034
K05208	ko05034
K05209	ko05034
K05210	ko05034
K05211	ko05034
K05212	ko05034
K05213	ko05034
K05214	ko05034
K05232	ko05034
K05256	ko05034
K05869	ko05034
K05870	ko05034
K06067	ko05034
K06269	ko05034
K06279	ko05034
K07359	ko05034
K07825	ko05034
K07826	ko05034
K07827	ko05034
K07828	ko05034
K08045	ko05034
K08155	ko05034
K08845	ko05034
K09029	ko05034
K09047	ko05034
K09048	ko05034
K09049	ko05034
K11251	ko05034
K11252	ko05034
K11253	ko05034
K11254	ko05034
K11303	ko05034
K11404	ko05034
K11405	ko05034
K11406	ko05034
K11407	ko05034
K11408	ko05034
K11409	ko05034
K11418	ko05034
K15014	ko05034
K15494	ko05034
K15840	ko05034
K15985	ko05034
K17447	ko05034
K17448	ko05034
K17449	ko05034
K18671	ko05034
K00922	ko05100
K01528	ko05100
K02105	ko05100
K02649	ko05100
K04392	ko05100
K04393	ko05100
K04438	ko05100
K04513	ko05100
K04644	ko05100
K04645	ko05100
K04646	ko05100
K04707	ko05100
K05099	ko05100
K05689	ko05100
K05691	ko05100
K05692	ko05100
K05700	ko05100
K05704	ko05100
K05717	ko05100
K05719	ko05100
K05725	ko05100
K05726	ko05100
K05748	ko05100
K05753	ko05100
K05754	ko05100
K05755	ko05100
K05756	ko05100
K05757	ko05100
K05758	ko05100
K05760	ko05100
K06106	ko05100
K06272	ko05100
K06278	ko05100
K06279	ko05100
K06484	ko05100
K07863	ko05100
K09593	ko05100
K12366	ko05100
K12785	ko05100
K12958	ko05100
K12959	ko05100
K13085	ko05100
K13284	ko05100
K13285	ko05100
K13286	ko05100
K13287	ko05100
K13708	ko05100
K13728	ko05100
K13730	ko05100
K13731	ko05100
K13732	ko05100
K13733	ko05100
K13734	ko05100
K13735	ko05100
K13736	ko05100
K13737	ko05100
K13738	ko05100
K13739	ko05100
K13740	ko05100
K13741	ko05100
K13742	ko05100
K13743	ko05100
K13744	ko05100
K13925	ko05100
K16938	ko05100
K16939	ko05100
K16942	ko05100
K17260	ko05100
K17447	ko05100
K17448	ko05100
K17449	ko05100
K18584	ko05100
K18985	ko05100
K19241	ko05100
K23484	ko05100
K23612	ko05100
K01116	ko05110
K02144	ko05110
K02145	ko05110
K02146	ko05110
K02147	ko05110
K02148	ko05110
K02149	ko05110
K02150	ko05110
K02151	ko05110
K02152	ko05110
K02153	ko05110
K02154	ko05110
K02155	ko05110
K02677	ko05110
K03661	ko05110
K03662	ko05110
K04345	ko05110
K04632	ko05110
K04926	ko05110
K05031	ko05110
K05692	ko05110
K05701	ko05110
K05859	ko05110
K06098	ko05110
K07342	ko05110
K07937	ko05110
K08043	ko05110
K08049	ko05110
K08604	ko05110
K09481	ko05110
K09582	ko05110
K10928	ko05110
K10929	ko05110
K10930	ko05110
K10931	ko05110
K10932	ko05110
K10933	ko05110
K10934	ko05110
K10935	ko05110
K10948	ko05110
K10949	ko05110
K10950	ko05110
K10951	ko05110
K10952	ko05110
K10953	ko05110
K10954	ko05110
K10956	ko05110
K21712	ko05110
K23550	ko05110
K00640	ko05111
K01791	ko05111
K01912	ko05111
K02405	ko05111
K02452	ko05111
K02453	ko05111
K02454	ko05111
K02455	ko05111
K02456	ko05111
K02457	ko05111
K02458	ko05111
K02459	ko05111
K02460	ko05111
K02461	ko05111
K02462	ko05111
K02463	ko05111
K02472	ko05111
K02777	ko05111
K02779	ko05111
K03087	ko05111
K03092	ko05111
K03557	ko05111
K03563	ko05111
K03606	ko05111
K03666	ko05111
K05851	ko05111
K07173	ko05111
K07181	ko05111
K07678	ko05111
K07689	ko05111
K08604	ko05111
K08720	ko05111
K10909	ko05111
K10910	ko05111
K10911	ko05111
K10912	ko05111
K10913	ko05111
K10914	ko05111
K10915	ko05111
K10916	ko05111
K10917	ko05111
K10918	ko05111
K10919	ko05111
K10920	ko05111
K10921	ko05111
K10922	ko05111
K10923	ko05111
K10924	ko05111
K10925	ko05111
K10926	ko05111
K10927	ko05111
K10928	ko05111
K10929	ko05111
K10930	ko05111
K10931	ko05111
K10932	ko05111
K10933	ko05111
K10934	ko05111
K10935	ko05111
K10936	ko05111
K10937	ko05111
K10938	ko05111
K10939	ko05111
K10940	ko05111
K10941	ko05111
K10942	ko05111
K10943	ko05111
K10961	ko05111
K10962	ko05111
K10963	ko05111
K10964	ko05111
K10965	ko05111
K12276	ko05111
K13246	ko05111
K15851	ko05111
K16554	ko05111
K18515	ko05111
K20918	ko05111
K20919	ko05111
K20920	ko05111
K20921	ko05111
K20922	ko05111
K20945	ko05111
K20946	ko05111
K20947	ko05111
K20948	ko05111
K20949	ko05111
K20950	ko05111
K20951	ko05111
K20952	ko05111
K20953	ko05111
K20954	ko05111
K20955	ko05111
K20956	ko05111
K20957	ko05111
K20958	ko05111
K20959	ko05111
K20960	ko05111
K20961	ko05111
K20962	ko05111
K20963	ko05111
K20964	ko05111
K20965	ko05111
K20966	ko05111
K20988	ko05111
K25886	ko05111
K01116	ko05120
K01428	ko05120
K02144	ko05120
K02145	ko05120
K02146	ko05120
K02147	ko05120
K02148	ko05120
K02149	ko05120
K02150	ko05120
K02151	ko05120
K02152	ko05120
K02153	ko05120
K02154	ko05120
K02155	ko05120
K02187	ko05120
K02580	ko05120
K03191	ko05120
K03196	ko05120
K03661	ko05120
K03662	ko05120
K04175	ko05120
K04361	ko05120
K04392	ko05120
K04393	ko05120
K04409	ko05120
K04430	ko05120
K04440	ko05120
K04441	ko05120
K04448	ko05120
K04466	ko05120
K04467	ko05120
K04734	ko05120
K04735	ko05120
K05050	ko05120
K05099	ko05120
K05505	ko05120
K05701	ko05120
K05704	ko05120
K05728	ko05120
K05737	ko05120
K05854	ko05120
K05859	ko05120
K06059	ko05120
K06089	ko05120
K06704	ko05120
K06735	ko05120
K06785	ko05120
K06786	ko05120
K07209	ko05120
K07210	ko05120
K07293	ko05120
K08114	ko05120
K08303	ko05120
K08523	ko05120
K08727	ko05120
K10030	ko05120
K11028	ko05120
K12086	ko05120
K12087	ko05120
K12088	ko05120
K12089	ko05120
K12090	ko05120
K12091	ko05120
K12092	ko05120
K12093	ko05120
K12094	ko05120
K12095	ko05120
K12096	ko05120
K12097	ko05120
K12098	ko05120
K12099	ko05120
K12100	ko05120
K12101	ko05120
K12102	ko05120
K12103	ko05120
K12104	ko05120
K12105	ko05120
K12106	ko05120
K12107	ko05120
K12108	ko05120
K12109	ko05120
K12110	ko05120
K12499	ko05120
K14048	ko05120
K15842	ko05120
K15843	ko05120
K15844	ko05120
K15845	ko05120
K15846	ko05120
K15847	ko05120
K15848	ko05120
K00134	ko05130
K01313	ko05130
K01370	ko05130
K02159	ko05130
K02187	ko05130
K02373	ko05130
K02580	ko05130
K02581	ko05130
K02861	ko05130
K02985	ko05130
K03156	ko05130
K03158	ko05130
K03171	ko05130
K03173	ko05130
K03175	ko05130
K03221	ko05130
K03914	ko05130
K04275	ko05130
K04289	ko05130
K04291	ko05130
K04346	ko05130
K04371	ko05130
K04379	ko05130
K04386	ko05130
K04389	ko05130
K04390	ko05130
K04392	ko05130
K04393	ko05130
K04394	ko05130
K04397	ko05130
K04398	ko05130
K04399	ko05130
K04403	ko05130
K04404	ko05130
K04409	ko05130
K04410	ko05130
K04427	ko05130
K04440	ko05130
K04441	ko05130
K04448	ko05130
K04467	ko05130
K04513	ko05130
K04514	ko05130
K04519	ko05130
K04639	ko05130
K04721	ko05130
K04722	ko05130
K04729	ko05130
K04730	ko05130
K04733	ko05130
K04734	ko05130
K04735	ko05130
K05403	ko05130
K05405	ko05130
K05482	ko05130
K05627	ko05130
K05692	ko05130
K05697	ko05130
K05701	ko05130
K05703	ko05130
K05704	ko05130
K05719	ko05130
K05733	ko05130
K05748	ko05130
K05749	ko05130
K05750	ko05130
K05752	ko05130
K05753	ko05130
K05754	ko05130
K05755	ko05130
K05756	ko05130
K05757	ko05130
K05758	ko05130
K06083	ko05130
K06087	ko05130
K06088	ko05130
K06106	ko05130
K06185	ko05130
K06472	ko05130
K06619	ko05130
K06856	ko05130
K07209	ko05130
K07210	ko05130
K07293	ko05130
K07365	ko05130
K07374	ko05130
K07375	ko05130
K07532	ko05130
K07874	ko05130
K07937	ko05130
K07941	ko05130
K08007	ko05130
K08390	ko05130
K08738	ko05130
K10030	ko05130
K10160	ko05130
K10168	ko05130
K10352	ko05130
K10356	ko05130
K10357	ko05130
K10358	ko05130
K11006	ko05130
K11007	ko05130
K11294	ko05130
K12330	ko05130
K12331	ko05130
K12559	ko05130
K12784	ko05130
K12785	ko05130
K12786	ko05130
K12787	ko05130
K12788	ko05130
K12789	ko05130
K12790	ko05130
K12791	ko05130
K12793	ko05130
K12799	ko05130
K12800	ko05130
K12807	ko05130
K12809	ko05130
K12810	ko05130
K13365	ko05130
K14007	ko05130
K14021	ko05130
K16041	ko05130
K16042	ko05130
K17260	ko05130
K17388	ko05130
K18441	ko05130
K18584	ko05130
K19475	ko05130
K19862	ko05130
K20127	ko05130
K20352	ko05130
K21889	ko05130
K22265	ko05130
K22487	ko05130
K23612	ko05130
K23648	ko05130
K23649	ko05130
K23650	ko05130
K23651	ko05130
K23652	ko05130
K23653	ko05130
K23654	ko05130
K23655	ko05130
K23656	ko05130
K23657	ko05130
K23658	ko05130
K23659	ko05130
K23660	ko05130
K23661	ko05130
K00844	ko05131
K00914	ko05131
K00922	ko05131
K01116	ko05131
K01367	ko05131
K01370	ko05131
K02159	ko05131
K02161	ko05131
K02406	ko05131
K02580	ko05131
K02581	ko05131
K02649	ko05131
K02861	ko05131
K02927	ko05131
K02977	ko05131
K03083	ko05131
K03094	ko05131
K03156	ko05131
K03158	ko05131
K03171	ko05131
K03173	ko05131
K03175	ko05131
K03221	ko05131
K03347	ko05131
K03362	ko05131
K03853	ko05131
K03868	ko05131
K03990	ko05131
K04281	ko05131
K04361	ko05131
K04371	ko05131
K04386	ko05131
K04391	ko05131
K04392	ko05131
K04393	ko05131
K04394	ko05131
K04403	ko05131
K04404	ko05131
K04427	ko05131
K04438	ko05131
K04440	ko05131
K04441	ko05131
K04445	ko05131
K04448	ko05131
K04451	ko05131
K04456	ko05131
K04467	ko05131
K04513	ko05131
K04514	ko05131
K04519	ko05131
K04570	ko05131
K04688	ko05131
K04728	ko05131
K04729	ko05131
K04734	ko05131
K04735	ko05131
K04958	ko05131
K04959	ko05131
K04960	ko05131
K05410	ko05131
K05411	ko05131
K05415	ko05131
K05427	ko05131
K05482	ko05131
K05692	ko05131
K05699	ko05131
K05700	ko05131
K05704	ko05131
K05719	ko05131
K05725	ko05131
K05726	ko05131
K05740	ko05131
K05748	ko05131
K05753	ko05131
K05754	ko05131
K05755	ko05131
K05756	ko05131
K05757	ko05131
K05758	ko05131
K05759	ko05131
K05760	ko05131
K05857	ko05131
K05858	ko05131
K05859	ko05131
K05860	ko05131
K05861	ko05131
K05862	ko05131
K05864	ko05131
K06068	ko05131
K06106	ko05131
K06256	ko05131
K06271	ko05131
K06272	ko05131
K06484	ko05131
K06643	ko05131
K06689	ko05131
K07201	ko05131
K07203	ko05131
K07204	ko05131
K07209	ko05131
K07210	ko05131
K07345	ko05131
K07368	ko05131
K07369	ko05131
K07937	ko05131
K07941	ko05131
K08333	ko05131
K08334	ko05131
K08336	ko05131
K08339	ko05131
K08583	ko05131
K08727	ko05131
K08738	ko05131
K08770	ko05131
K08822	ko05131
K08846	ko05131
K09408	ko05131
K09849	ko05131
K10030	ko05131
K10160	ko05131
K10168	ko05131
K10351	ko05131
K10435	ko05131
K10580	ko05131
K10630	ko05131
K10704	ko05131
K11006	ko05131
K11007	ko05131
K11011	ko05131
K11012	ko05131
K11253	ko05131
K11586	ko05131
K11974	ko05131
K12358	ko05131
K12366	ko05131
K12499	ko05131
K12654	ko05131
K12679	ko05131
K12753	ko05131
K12754	ko05131
K12755	ko05131
K12756	ko05131
K12757	ko05131
K12758	ko05131
K12785	ko05131
K12791	ko05131
K12793	ko05131
K12799	ko05131
K12800	ko05131
K12805	ko05131
K12807	ko05131
K12836	ko05131
K13085	ko05131
K13284	ko05131
K13285	ko05131
K13286	ko05131
K13287	ko05131
K13450	ko05131
K13520	ko05131
K13708	ko05131
K13742	ko05131
K13743	ko05131
K13790	ko05131
K13791	ko05131
K13792	ko05131
K13793	ko05131
K14381	ko05131
K15464	ko05131
K16184	ko05131
K16185	ko05131
K16186	ko05131
K16938	ko05131
K16939	ko05131
K16942	ko05131
K16944	ko05131
K17260	ko05131
K17388	ko05131
K17834	ko05131
K17847	ko05131
K17889	ko05131
K17890	ko05131
K17908	ko05131
K17988	ko05131
K18050	ko05131
K18052	ko05131
K18441	ko05131
K18584	ko05131
K18985	ko05131
K20121	ko05131
K20894	ko05131
K21348	ko05131
K22487	ko05131
K23345	ko05131
K23612	ko05131
K23654	ko05131
K23826	ko05131
K23827	ko05131
K23828	ko05131
K23829	ko05131
K23830	ko05131
K23831	ko05131
K23832	ko05131
K23833	ko05131
K23834	ko05131
K00134	ko05132
K00914	ko05132
K00922	ko05132
K00923	ko05132
K01370	ko05132
K02105	ko05132
K02159	ko05132
K02161	ko05132
K02187	ko05132
K02373	ko05132
K02406	ko05132
K02580	ko05132
K02620	ko05132
K02833	ko05132
K02861	ko05132
K02985	ko05132
K03094	ko05132
K03156	ko05132
K03158	ko05132
K03171	ko05132
K03173	ko05132
K03175	ko05132
K03221	ko05132
K03671	ko05132
K04079	ko05132
K04366	ko05132
K04368	ko05132
K04369	ko05132
K04371	ko05132
K04377	ko05132
K04379	ko05132
K04391	ko05132
K04392	ko05132
K04393	ko05132
K04394	ko05132
K04395	ko05132
K04397	ko05132
K04398	ko05132
K04403	ko05132
K04404	ko05132
K04409	ko05132
K04427	ko05132
K04430	ko05132
K04431	ko05132
K04432	ko05132
K04433	ko05132
K04437	ko05132
K04440	ko05132
K04441	ko05132
K04448	ko05132
K04456	ko05132
K04467	ko05132
K04490	ko05132
K04491	ko05132
K04492	ko05132
K04513	ko05132
K04519	ko05132
K04648	ko05132
K04721	ko05132
K04722	ko05132
K04729	ko05132
K04730	ko05132
K04733	ko05132
K04734	ko05132
K04735	ko05132
K05400	ko05132
K05403	ko05132
K05405	ko05132
K05482	ko05132
K05692	ko05132
K05733	ko05132
K05749	ko05132
K05750	ko05132
K05752	ko05132
K05754	ko05132
K05755	ko05132
K05756	ko05132
K05757	ko05132
K05758	ko05132
K05759	ko05132
K06071	ko05132
K06083	ko05132
K06111	ko05132
K06478	ko05132
K06817	ko05132
K07195	ko05132
K07209	ko05132
K07210	ko05132
K07374	ko05132
K07375	ko05132
K07829	ko05132
K07834	ko05132
K07856	ko05132
K07863	ko05132
K07864	ko05132
